"id;""pays"";""prix"";""carburant"";""km"";""statut_vendeur_particulier"";""departement_2"";""marque_2"";""annee"";""mois"""
"12796743;""FR"";3500;"""";12000;1;50;"""";""2017"";""08"""
"12802583;""FR"";4500;"""";42000;1;41;"""";""2017"";""08"""
"11792293;""FR"";2500;"""";1;1;44;"""";""2017"";""07"""
"11801960;""FR"";1200;""""; ;1;81;"""";""2017"";""07"""
"11820804;""FR"";0;""Diesel"";58017;1; ;"""";""2017"";""07"""
"11838358;""FR"";0;""Diesel"";23887;1; ;"""";""2017"";""07"""
"11625995;""FR"";0;""Essence"";18828;1; ;"""";""2017"";""07"""
"11636402;""FR"";0;""Diesel"";12297;1; ;"""";""2017"";""07"""
"11642109;""FR"";0;""Diesel"";14444;1; ;"""";""2017"";""07"""
"11643930;""FR"";0;""Essence"";130;1; ;"""";""2017"";""07"""
"10293535;""FR"";5450;""Essence"";90000;0;35;""peugeot"";""2017"";""05"""
"10348198;""FR"";5990;""Essence"";92000;0;63;""peugeot"";""2017"";""05"""
"10435170;""FR"";5480;""Essence"";71000;0;81;""peugeot"";""2017"";""05"""
"10435788;""FR"";5990;""Diesel"";73000;0;83;""peugeot"";""2017"";""05"""
"10316284;""FR"";10890;""Essence"";3594;0;85;""peugeot"";""2017"";""05"""
"10347775;""FR"";14590;""Diesel"";32490;0;26;""peugeot"";""2017"";""05"""
"7367150;""FR"";18490;""Diesel"";4514;0;76;""renault"";""2016"";""10"""
"7384139;""FR"";13000;""Diesel"";37500;1;85;""renault"";""2016"";""10"""
"7457366;""FR"";12980;""Diesel"";124000;0;67;""volkswagen"";""2016"";""10"""
"7471407;""FR"";14390;""Essence"";30340;0;59;""opel"";""2016"";""10"""
"7389035;""FR"";8490;""Diesel"";65500;0;27;""opel"";""2016"";""10"""
"7660820;""FR"";109262;""Essence"";7500;0;44;""bmw"";""2016"";""11"""
"7781100;""FR"";29990;""Diesel"";81000;0;59;""audi"";""2016"";""11"""
"7672288;""FR"";20390;""Diesel"";134900;0;6;""audi"";""2016"";""11"""
"7707589;""FR"";7995;""Essence"";16314;0;3;""volkswagen"";""2016"";""11"""
"7668858;""FR"";22900;""Diesel"";73900;0;68;""bmw"";""2016"";""11"""
"7739830;""FR"";17900;""Diesel"";145000;0;6;""bmw"";""2016"";""11"""
"7704331;""FR"";3250;""Diesel"";140000;1;56;""peugeot"";""2016"";""11"""
"7679370;""FR"";7990;""Diesel"";103000;0;11;""peugeot"";""2016"";""11"""
"10049171;""FR"";4990;""Diesel"";127233;0;54;""peugeot"";""2017"";""04"""
"10044525;""FR"";7990;""Essence"";49900;0;44;""peugeot"";""2017"";""04"""
"9953340;""FR"";17940;""Diesel"";18250;0;82;""peugeot"";""2017"";""04"""
"9987988;""FR"";7000;""Essence"";76000;1;62;""peugeot"";""2017"";""04"""
"9997327;""FR"";14300;""Diesel"";1097;0;62;""peugeot"";""2017"";""04"""
"11108359;""FR"";0;""Essence"";7387;1; ;"""";""2017"";""06"""
"11114734;""FR"";0;""Diesel"";23147;1; ;"""";""2017"";""06"""
"11123008;""FR"";4200;"""";2906;1;6;"""";""2017"";""06"""
"11138852;""FR"";0;""Diesel"";13921;1; ;"""";""2017"";""06"""
"10653158;""FR"";40990;""Diesel"";66000;0;35;""audi"";""2017"";""06"""
"10671890;""FR"";42900;""Diesel"";5155;0;49;""bmw"";""2017"";""06"""
"10769573;""FR"";18990;""Diesel"";64800;0;62;""mercedes-benz"";""2017"";""06"""
"10688403;""FR"";4990;""Essence"";92000;0;10;""peugeot"";""2017"";""06"""
"14039159;""FR"";7800;"""";18000;1;97;"""";""2017"";""10"""
"14040144;""FR"";10700;"""";45000;1;11;"""";""2017"";""10"""
"14041007;""FR"";4750;"""";9850;1;31;"""";""2017"";""10"""
"14066335;""FR"";0;""Diesel"";11462;1; ;"""";""2017"";""10"""
"14087713;""FR"";900;"""";19000;1;27;"""";""2017"";""10"""
"14088669;""FR"";13990;""Diesel"";110;0;91;""renault"";""2017"";""10"""
"12520913;""FR"";0;""Diesel"";38877;1; ;"""";""2017"";""08"""
"12522860;""FR"";0;""Diesel"";62783;1; ;"""";""2017"";""08"""
"12541485;""FR"";0;""Diesel"";148520;1; ;"""";""2017"";""08"""
"12554722;""FR"";0;""Diesel"";10950;1; ;"""";""2017"";""08"""
"12556149;""FR"";0;""Diesel"";11014;1; ;"""";""2017"";""08"""
"13596561;""FR"";1600;"""";23000;1;63;"""";""2017"";""09"""
"13609001;""FR"";0;""Diesel"";99234;1; ;"""";""2017"";""09"""
"13610425;""FR"";1200;"""";50;1;93;"""";""2017"";""09"""
"13638909;""FR"";0;""Diesel"";75638;1; ;"""";""2017"";""09"""
"13643086;""FR"";33000;"""";36000;1;21;"""";""2017"";""09"""
"13644771;""FR"";0;""Diesel"";44500;1; ;"""";""2017"";""09"""
"13648679;""FR"";600;"""";100;1;30;"""";""2017"";""09"""
"8603895;""FR"";15990;""Diesel"";85579;0;44;""citroen"";""2017"";""01"""
"8641665;""FR"";16950;""Diesel"";7500;0;57;""citroen"";""2017"";""01"""
"8658765;""FR"";13990;""Diesel"";61994;0;69;""citroen"";""2017"";""02"""
"8557587;""FR"";86900;""Diesel"";5500;0;93;""audi"";""2017"";""01"""
"10247811;""FR"";6290;""Essence"";107930;0;44;""peugeot"";""2017"";""05"""
"10519536;""FR"";3989;""Essence"";125000;0;78;""peugeot"";""2017"";""05"""
"10577053;""FR"";5000;""Essence"";188000;1;88;""peugeot"";""2017"";""05"""
"10478278;""FR"";8990;""Diesel"";87000;1;44;""peugeot"";""2017"";""05"""
"13842464;""FR"";5200;"""";8500;1;26;"""";""2017"";""09"""
"13844921;""FR"";9300;"""";4300;1;14;"""";""2017"";""09"""
"13849149;""FR"";1500;"""";27000;1;26;"""";""2017"";""09"""
"13852492;""FR"";0;""Diesel"";97500;1; ;"""";""2017"";""09"""
"13860222;""FR"";3500;"""";4;1;78;"""";""2017"";""09"""
"7362749;""FR"";0;""""; ;1; ;"""";""2016"";""10"""
"7365084;""FR"";0;""""; ;0; ;"""";""2016"";""10"""
"7406250;""FR"";33900;""Diesel"";143800;0;75;"""";""2016"";""10"""
"7502237;""FR"";34990;""Diesel"";39336;0;44;""audi"";""2016"";""10"""
"7423710;""FR"";12000;""Diesel"";82500;1;68;""citroen"";""2016"";""10"""
"7382917;""FR"";62000;""Diesel"";23000;1;67;""audi"";""2016"";""10"""
"7488499;""FR"";65000;""Diesel"";1000;0;31;""bmw"";""2016"";""10"""
"7367792;""FR"";45700;""Essence"";7500;0;68;""bmw"";""2016"";""10"""
"7502205;""FR"";35490;""Diesel"";6990;0;77;""mercedes-benz"";""2016"";""10"""
"7393167;""FR"";10900;""""; ;0;73;""seat"";""2016"";""10"""
"7407661;""FR"";9900;""Essence"";6045;0;73;""volkswagen"";""2016"";""10"""
"7455745;""FR"";21990;""Hybride diesel électrique"";31320;0;78;""peugeot"";""2016"";""10"""
"7492953;""FR"";10000;""Diesel"";113000;1;89;""peugeot"";""2016"";""10"""
"7394553;""FR"";26980;""Diesel"";2748;0;33;""peugeot"";""2016"";""10"""
"8883298;""FR"";6900;""Diesel"";144000;0;88;""citroen"";""2017"";""02"""
"8913459;""FR"";5000;""Diesel"";154000;1;59;""alfa romeo"";""2017"";""02"""
"13148227;""FR"";3900;"""";5500;1;84;"""";""2017"";""09"""
"13148666;""FR"";1500;""""; ;1;30;"""";""2017"";""09"""
"13149827;""FR"";2100;"""";11000;1;81;"""";""2017"";""09"""
"13160926;""FR"";6490;"""";400;1;92;"""";""2017"";""09"""
"13169992;""FR"";2300;"""";35500;1;37;"""";""2017"";""09"""
"13173831;""FR"";5900;""""; ;1;74;"""";""2017"";""09"""
"13201169;""FR"";2500;"""";29000;1;43;"""";""2017"";""09"""
"18206724;""FR"";23450;""Essence"";57500;1;9;""mercedes"";""2018"";""02"""
"18413878;""FR"";12800;""Essence"";141000;0;54;""mercedes"";""2018"";""02"""
"18259420;""FR"";13500;""Essence"";14500;1;13;""suzuki"";""2018"";""02"""
"13418591;""FR"";0;""Diesel"";30667;1; ;"""";""2017"";""09"""
"13424016;""FR"";28000;"""";34000;1;71;"""";""2017"";""09"""
"13424147;""FR"";7000;"""";35000;1;80;"""";""2017"";""09"""
"12800006;""FR"";900;"""";1;1;66;"""";""2017"";""08"""
"11462937;""FR"";4200;"""";62000;1;51;"""";""2017"";""07"""
"11464708;""FR"";900;"""";30000;1;93;"""";""2017"";""07"""
"11468404;""FR"";0;""Diesel"";88320;1; ;"""";""2017"";""07"""
"11802266;""FR"";2600;"""";41000;1;83;"""";""2017"";""07"""
"11809217;""FR"";500;"""";77950;1;92;"""";""2017"";""07"""
"11814065;""FR"";0;""Diesel"";112871;1; ;"""";""2017"";""07"""
"11814100;""FR"";0;""Hybride essence électrique"";26647;1; ;"""";""2017"";""07"""
"11820118;""FR"";0;""Diesel"";10;1; ;"""";""2017"";""07"""
"11820458;""FR"";0;""Diesel"";68137;1; ;"""";""2017"";""07"""
"11826426;""FR"";11750;"""";23000;1;60;"""";""2017"";""07"""
"11827578;""FR"";0;""Diesel"";37900;1; ;"""";""2017"";""07"""
"11827719;""FR"";0;""Diesel"";21350;1; ;"""";""2017"";""07"""
"11837515;""FR"";16000;"""";5000;1;63;"""";""2017"";""07"""
"11599390;""FR"";2500;"""";46200;1;31;"""";""2017"";""07"""
"11600412;""FR"";2000;"""";57000;1;9;"""";""2017"";""07"""
"11600600;""FR"";1250;"""";1;1;11;"""";""2017"";""07"""
"11606058;""FR"";950;"""";4800;1;85;"""";""2017"";""07"""
"11636749;""FR"";0;""Diesel"";68527;1; ;"""";""2017"";""07"""
"11640813;""FR"";8000;"""";11600;1;32;"""";""2017"";""07"""
"11642587;""FR"";0;""Essence"";39760;1; ;"""";""2017"";""07"""
"11655038;""FR"";0;""Diesel"";38310;1; ;"""";""2017"";""07"""
"11655724;""FR"";0;""Diesel"";125590;1; ;"""";""2017"";""07"""
"10355158;""FR"";15990;""Essence"";148010;0;88;""jaguar"";""2017"";""05"""
"10303175;""FR"";9395;""Essence"";13483;0;49;""peugeot"";""2017"";""05"""
"10302523;""FR"";6990;""Diesel"";145400;0;57;""peugeot"";""2017"";""05"""
"10350989;""FR"";9690;""Essence"";47610;0;74;""peugeot"";""2017"";""05"""
"7369044;""FR"";42940;""Diesel"";15;0;22;""renault"";""2016"";""10"""
"7417409;""FR"";14990;""Diesel"";22214;0;88;""volkswagen"";""2016"";""10"""
"7807962;""FR"";13200;""Essence"";503;0;26;""peugeot"";""2016"";""11"""
"10038961;""FR"";3450;""Diesel"";122000;0;33;""peugeot"";""2017"";""04"""
"10066898;""FR"";4700;""Diesel"";147000;1;60;""peugeot"";""2017"";""04"""
"9917158;""FR"";11990;""Essence"";28900;0;25;""peugeot"";""2017"";""04"""
"11130037;""FR"";9990;""Diesel"";72500;0;5;""fiat"";""2017"";""06"""
"10734120;""FR"";6500;""Essence"";16858;0;92;""peugeot"";""2017"";""06"""
"10637160;""FR"";3890;""Essence"";111000;0;63;""peugeot"";""2017"";""06"""
"14038877;""FR"";12950;"""";4500;1;25;"""";""2017"";""10"""
"14096441;""FR"";0;""Diesel"";79417;1; ;"""";""2017"";""10"""
"12517270;""FR"";6500;""Diesel"";194215;1;78;"""";""2017"";""08"""
"12521118;""FR"";0;""Diesel"";47366;1; ;"""";""2017"";""08"""
"12522805;""FR"";0;""Diesel"";106300;1; ;"""";""2017"";""08"""
"12544326;""FR"";0;""Diesel"";4359;1; ;"""";""2017"";""08"""
"12557481;""FR"";0;""Diesel"";300;1; ;"""";""2017"";""08"""
"13597533;""FR"";2990;"""";30228;1;21;"""";""2017"";""09"""
"13609004;""FR"";0;""Diesel"";22436;1; ;"""";""2017"";""09"""
"13622557;""FR"";0;""Diesel"";75032;1; ;"""";""2017"";""09"""
"13625014;""FR"";2000;""Diesel"";152000;1;62;"""";""2017"";""09"""
"13632983;""FR"";3500;"""";120000;1;27;"""";""2017"";""09"""
"13656102;""FR"";6200;"""";1800;1;69;"""";""2017"";""09"""
"8623467;""FR"";11990;""Diesel"";101864;0;59;""citroen"";""2017"";""01"""
"8664686;""FR"";7990;""Diesel"";135000;0;33;""citroen"";""2017"";""02"""
"8561982;""FR"";22990;""Diesel"";64000;0;59;""audi"";""2017"";""01"""
"8568295;""FR"";13990;""Essence"";70000;0;59;""audi"";""2017"";""01"""
"8528760;""FR"";3990;""Essence"";136200;0;70;""peugeot"";""2017"";""01"""
"8655046;""FR"";6490;""Diesel"";140941;0;32;""peugeot"";""2017"";""02"""
"10171375;""FR"";5790;""Diesel"";95000;0;67;""peugeot"";""2017"";""05"""
"10107151;""FR"";14470;""Diesel"";9871;0;34;""peugeot"";""2017"";""04"""
"10457962;""FR"";13570;""Essence"";5;0;34;""peugeot"";""2017"";""05"""
"10529895;""FR"";8190;""Diesel"";78495;0;91;""peugeot"";""2017"";""05"""
"10545604;""FR"";14990;""Diesel"";25000;0;33;""peugeot"";""2017"";""05"""
"13825319;""FR"";0;""Essence"";12000;1; ;"""";""2017"";""09"""
"13834596;""FR"";0;""Diesel"";10;1; ;"""";""2017"";""09"""
"13840186;""FR"";3000;"""";104000;1;70;"""";""2017"";""09"""
"13851840;""FR"";0;""Diesel"";85000;1; ;"""";""2017"";""09"""
"13855755;""FR"";0;""Diesel"";77751;1; ;"""";""2017"";""09"""
"7364645;""FR"";0;""""; ;1; ;"""";""2016"";""10"""
"7366275;""FR"";0;""""; ;1; ;"""";""2016"";""10"""
"7375311;""FR"";0;""""; ;1; ;"""";""2016"";""10"""
"7423191;""FR"";12500;"""";34700;1;21;"""";""2016"";""10"""
"7446962;""FR"";4000;"""";38000;1;10;"""";""2016"";""10"""
"7456502;""FR"";5500;""Essence"";52580;1;59;"""";""2016"";""10"""
"7481198;""FR"";0;""""; ;0; ;"""";""2016"";""10"""
"7481561;""FR"";0;""""; ;0; ;"""";""2016"";""10"""
"7487503;""FR"";0;""""; ;0; ;"""";""2016"";""10"""
"7434894;""FR"";22850;""Diesel"";62300;0;94;""audi"";""2016"";""10"""
"7477772;""FR"";33600;""Diesel"";10;0;73;""audi"";""2016"";""10"""
"7448424;""FR"";7900;""Diesel"";116000;0;32;""peugeot"";""2016"";""10"""
"15978612;""FR"";4300;"""";56475;1;49;"""";""2017"";""11"""
"15982373;""FR"";3999;""Diesel"";170000;0;93;""peugeot"";""2017"";""11"""
"15982566;""FR"";46500;"""";42300;1;62;"""";""2017"";""11"""
"9036200;""FR"";13990;""Essence"";2148;0;74;""citroen"";""2017"";""02"""
"9038157;""FR"";2900;""Essence"";117053;0;76;""citroen"";""2017"";""02"""
"9027116;""FR"";20900;""Diesel"";17494;0;61;""citroen"";""2017"";""02"""
"9037629;""FR"";10890;""Diesel"";114300;0;76;""citroen"";""2017"";""02"""
"9027495;""FR"";4690;""Essence"";83800;0;62;""ford"";""2017"";""02"""
"8922866;""FR"";29990;""Diesel"";144000;0;45;""bmw"";""2017"";""02"""
"8895324;""FR"";19500;""Diesel"";80000;0;69;""jaguar"";""2017"";""02"""
"8897624;""FR"";8990;""Essence"";56000;0;77;""peugeot"";""2017"";""02"""
"8857874;""FR"";9990;""Diesel"";44522;0;34;""peugeot"";""2017"";""02"""
"13142702;""FR"";6490;""Essence"";35564;1;44;"""";""2017"";""09"""
"13148389;""FR"";1100;"""";1040;1;49;"""";""2017"";""09"""
"13148745;""FR"";1200;"""";21703;1;33;"""";""2017"";""09"""
"13150378;""FR"";3000;""Diesel"";200000;1;35;"""";""2017"";""09"""
"13198811;""FR"";1800;"""";5500;1;26;"""";""2017"";""09"""
"13198895;""FR"";2500;"""";9500;1;13;"""";""2017"";""09"""
"13206985;""FR"";0;""Diesel"";5000;1; ;"""";""2017"";""09"""
"13222482;""FR"";5700;"""";2200;1;71;"""";""2017"";""09"""
"11909648;""FR"";1200;"""";64000;1;91;"""";""2017"";""07"""
"11909681;""FR"";1200;"""";7299;1;43;"""";""2017"";""07"""
"11909699;""FR"";22500;"""";21700;1;90;"""";""2017"";""07"""
"11909715;""FR"";3300;"""";11500;1;13;"""";""2017"";""07"""
"11910107;""FR"";6200;"""";32000;1;22;"""";""2017"";""07"""
"11910129;""FR"";900;"""";8048;1;1;"""";""2017"";""07"""
"11916745;""FR"";47900;""Diesel"";42000;1;85;"""";""2017"";""07"""
"11917021;""FR"";3000;""Diesel"";170000;1;93;""citroen"";""2017"";""07"""
"11918029;""FR"";1500;"""";22800;1;83;"""";""2017"";""07"""
"11918189;""FR"";1200;"""";1;1;77;"""";""2017"";""07"""
"11918200;""FR"";2900;""""; ;1;77;"""";""2017"";""07"""
"11918257;""FR"";650;"""";22800;1;59;"""";""2017"";""07"""
"11918349;""FR"";2850;"""";35000;1;1;"""";""2017"";""07"""
"11918392;""FR"";3500;"""";1800;1;62;"""";""2017"";""07"""
"11918599;""FR"";2900;"""";46000;1;73;"""";""2017"";""07"""
"11918734;""FR"";1450;"""";8400;1;66;"""";""2017"";""07"""
"11918843;""FR"";2700;"""";40400;1;20;"""";""2017"";""07"""
"11918971;""FR"";1100;"""";20800;1;2;"""";""2017"";""07"""
"11919009;""FR"";6200;"""";7000;1;63;"""";""2017"";""07"""
"11919440;""FR"";2700;""""; ;1;13;"""";""2017"";""07"""
"11919489;""FR"";600;"""";21200;1;63;"""";""2017"";""07"""
"11919667;""FR"";3200;"""";24000;1;95;"""";""2017"";""07"""
"11919729;""FR"";4800;"""";5400;1;69;"""";""2017"";""07"""
"11922500;""FR"";28000;""Diesel"";90000;1;49;"""";""2017"";""07"""
"11925825;""FR"";2000;"""";38000;1;72;"""";""2017"";""07"""
"11926104;""FR"";9000;"""";1700;1;60;"""";""2017"";""07"""
"11926218;""FR"";2100;"""";2800;1;30;"""";""2017"";""07"""
"11926268;""FR"";4700;"""";43;1;81;"""";""2017"";""07"""
"11926269;""FR"";1600;"""";20000;1;78;"""";""2017"";""07"""
"11814485;""FR"";3990;""Diesel"";172000;1;83;""mazda"";""2017"";""07"""
"11780732;""FR"";10500;""Diesel"";105000;1;60;""audi"";""2017"";""07"""
"11799628;""FR"";21900;""Diesel"";30400;1;75;""audi"";""2017"";""07"""
"11823677;""FR"";20000;""Diesel"";35000;1;72;""audi"";""2017"";""07"""
"11828745;""FR"";12000;""Diesel"";100000;1;74;""audi"";""2017"";""07"""
"11778598;""FR"";24500;""Diesel"";36500;1;26;""audi"";""2017"";""07"""
"11781474;""FR"";17490;""Diesel"";62000;1;68;""audi"";""2017"";""07"""
"11798490;""FR"";21700;""Diesel"";42000;1;59;""audi"";""2017"";""07"""
"11799704;""FR"";11000;""Diesel"";113000;1;77;""audi"";""2017"";""07"""
"11800068;""FR"";9700;""Diesel"";113500;1;92;""audi"";""2017"";""07"""
"11812187;""FR"";12500;""Diesel"";135000;1;4;""audi"";""2017"";""07"""
"11815157;""FR"";13850;""Diesel"";137000;1;49;""audi"";""2017"";""07"""
"11815447;""FR"";12750;""Diesel"";145000;1;59;""audi"";""2017"";""07"""
"11829114;""FR"";8000;""Diesel"";160000;1;70;""audi"";""2017"";""07"""
"11848693;""FR"";8300;""Diesel"";163000;1;51;""audi"";""2017"";""07"""
"11854633;""FR"";14900;""Diesel"";115000;1;33;""audi"";""2017"";""07"""
"11855270;""FR"";12000;""Diesel"";85500;1;78;""audi"";""2017"";""07"""
"11862464;""FR"";8500;""Diesel"";168000;1;30;""audi"";""2017"";""07"""
"11875400;""FR"";28990;""Diesel"";35000;1;59;""audi"";""2017"";""07"""
"11889489;""FR"";9500;""Essence"";140000;1;1;""audi"";""2017"";""07"""
"11891364;""FR"";8500;""Essence"";119000;1;78;""audi"";""2017"";""07"""
"11896309;""FR"";8000;""Diesel"";185441;1;39;""audi"";""2017"";""07"""
"11903388;""FR"";9000;""Diesel"";105000;1;10;""audi"";""2017"";""07"""
"11914432;""FR"";5400;""Diesel"";182000;1;30;""audi"";""2017"";""07"""
"11917266;""FR"";24500;""Essence"";44000;1;95;""audi"";""2017"";""07"""
"11806191;""FR"";20900;""Diesel"";52000;1;33;""audi"";""2017"";""07"""
"11854101;""FR"";10300;""Diesel"";138000;1;44;""audi"";""2017"";""07"""
"11871449;""FR"";6900;""Diesel"";192000;1;67;""audi"";""2017"";""07"""
"11916194;""FR"";7500;""Diesel"";150000;1;69;""audi"";""2017"";""07"""
"11806922;""FR"";18000;""Diesel"";182000;1;77;""audi"";""2017"";""07"""
"11885238;""FR"";19500;""Diesel"";93000;1;63;""audi"";""2017"";""07"""
"11907803;""FR"";21900;""Diesel"";99650;1;69;""audi"";""2017"";""07"""
"11924314;""FR"";15900;""Diesel"";117000;1;68;""audi"";""2017"";""07"""
"17330371;""FR"";24700;""Diesel"";26000;1;91;""volkswagen"";""2018"";""01"""
"17336423;""FR"";16500;""Essence"";96500;1;15;""volkswagen"";""2018"";""01"""
"17337136;""FR"";6500;""Diesel"";170000;1;97;""volkswagen"";""2018"";""01"""
"17339617;""FR"";15490;""Diesel"";130000;1;31;""volkswagen"";""2018"";""01"""
"17340852;""FR"";18480;""Essence"";6600;0;84;""volkswagen"";""2018"";""01"""
"17360057;""FR"";6400;""Diesel"";131000;1;57;""volkswagen"";""2018"";""01"""
"17360398;""FR"";7400;""Diesel"";110000;1;83;""volkswagen"";""2018"";""01"""
"17361831;""FR"";7000;""Diesel"";139000;1;83;""volkswagen"";""2018"";""01"""
"17366475;""FR"";3500;""Diesel"";190000;1;57;""volkswagen"";""2018"";""01"""
"17379743;""FR"";8800;""Diesel"";149900;1;59;""volkswagen"";""2018"";""01"""
"17385053;""FR"";4999;""Essence"";150000;1;60;""volkswagen"";""2018"";""01"""
"17390812;""FR"";18500;""Diesel"";16000;1;42;""volkswagen"";""2018"";""01"""
"17419040;""FR"";14500;""Diesel"";60000;1;76;""volkswagen"";""2018"";""01"""
"17217323;""FR"";3600;""Diesel"";137991;1;47;""fiat"";""2018"";""01"""
"17280235;""FR"";14000;""Diesel"";70000;1;33;""hyundai"";""2018"";""01"""
"17313792;""FR"";14690;""Essence"";92732;0;44;""hyundai"";""2018"";""01"""
"17411310;""FR"";16000;""Diesel"";68000;1;14;""hyundai"";""2018"";""01"""
"7402309;""FR"";16500;""Diesel"";95000;1;63;""bmw"";""2016"";""10"""
"7403242;""FR"";9500;""Diesel"";120;1;83;""bmw"";""2016"";""10"""
"7418106;""FR"";12500;""Diesel"";125000;1;60;""bmw"";""2016"";""10"""
"7437319;""FR"";8500;""Diesel"";130000;1;60;""bmw"";""2016"";""10"""
"7484212;""FR"";19500;""Diesel"";76000;1;63;""bmw"";""2016"";""10"""
"7489146;""FR"";22800;""Diesel"";69200;1;91;""bmw"";""2016"";""10"""
"7496183;""FR"";21000;""Diesel"";25000;1;83;""bmw"";""2016"";""10"""
"7363071;""FR"";9500;""Essence"";157000;1;11;""bmw"";""2016"";""10"""
"7381539;""FR"";15900;""Diesel"";121000;1;51;""bmw"";""2016"";""10"""
"7428361;""FR"";6500;""Essence"";80000;1;70;""bmw"";""2016"";""10"""
"7490763;""FR"";24000;""Diesel"";71000;1;59;""bmw"";""2016"";""10"""
"7495427;""FR"";12000;""Diesel"";112000;1;56;""bmw"";""2016"";""10"""
"7501250;""FR"";18250;""Diesel"";119000;1;68;""bmw"";""2016"";""10"""
"7437706;""FR"";48500;""Diesel"";66000;1;69;""bmw"";""2016"";""10"""
"7451487;""FR"";22500;""Diesel"";111200;1;62;""bmw"";""2016"";""10"""
"7490108;""FR"";20000;""Diesel"";124500;1;59;""bmw"";""2016"";""10"""
"7418482;""FR"";3150;""Essence"";161000;1;12;""citroen"";""2016"";""10"""
"7427072;""FR"";19200;""Essence"";30000;1;75;""mercedes"";""2016"";""10"""
"7430368;""FR"";19000;""Essence"";41000;1;1;""mercedes"";""2016"";""10"""
"7446655;""FR"";43000;""Essence"";31500;1;74;""mercedes"";""2016"";""10"""
"7480420;""FR"";33500;""Diesel"";35000;1;42;""mercedes"";""2016"";""10"""
"7412845;""FR"";6900;""Diesel"";170000;1;59;""mercedes"";""2016"";""10"""
"7494046;""FR"";10500;""Diesel"";120000;1;45;""mercedes"";""2016"";""10"""
"7456626;""FR"";30000;""Diesel"";39135;1;94;""mercedes"";""2016"";""10"""
"7472231;""FR"";15800;""Diesel"";125000;1;69;""mercedes"";""2016"";""10"""
"7490567;""FR"";24500;""Diesel"";97000;1;59;""mercedes"";""2016"";""10"""
"7495921;""FR"";20900;""Diesel"";82000;1;51;""mercedes"";""2016"";""10"""
"7366516;""FR"";37900;""Diesel"";69500;1;51;""mercedes"";""2016"";""10"""
"7440606;""FR"";16800;""Essence"";125000;1;67;""mercedes"";""2016"";""10"""
"7421742;""FR"";17800;""Diesel"";95000;1;30;""mercedes"";""2016"";""10"""
"7376421;""FR"";99800;""Essence"";32000;1;44;""porsche"";""2016"";""10"""
"7393814;""FR"";26000;""Diesel"";11500;1;59;""jeep"";""2016"";""10"""
"7499457;""FR"";25000;""Diesel"";34000;1;33;""volkswagen"";""2016"";""10"""
"7364213;""FR"";13700;""Diesel"";86000;1;31;""kia"";""2016"";""10"""
"7483937;""FR"";19000;""Diesel"";52000;1;34;""kia"";""2016"";""10"""
"7442724;""FR"";18700;""Essence"";55400;1;26;""jeep"";""2016"";""10"""
"7463755;""FR"";15000;""Diesel"";50000;1;57;""alfa romeo"";""2016"";""10"""
"7459905;""FR"";4000;""Diesel"";88865;1;42;""fiat"";""2016"";""10"""
"7482322;""FR"";6500;""Diesel"";110000;1;59;""fiat"";""2016"";""10"""
"7454618;""FR"";25700;""Diesel"";40000;1;6;""mercedes"";""2016"";""10"""
"7426064;""FR"";3800;""Essence"";130000;1;97;""mercedes"";""2016"";""10"""
"7486808;""FR"";17000;""Diesel"";92100;1;25;""mercedes"";""2016"";""10"""
"7450057;""FR"";36900;""Diesel"";37000;1;74;""mercedes"";""2016"";""10"""
"7475912;""FR"";25900;""Diesel"";27000;1;69;""mercedes"";""2016"";""10"""
"7428707;""FR"";79900;""Diesel"";5000;1;83;""mercedes"";""2016"";""10"""
"7445783;""FR"";15700;""Diesel"";66000;1;54;""volkswagen"";""2016"";""10"""
"7502720;""FR"";3900;""Essence"";114000;1;91;""volkswagen"";""2016"";""10"""
"7427692;""FR"";13900;""Diesel"";97000;1;45;""peugeot"";""2016"";""10"""
"7494006;""FR"";4200;""Diesel"";104300;1;2;""fiat"";""2016"";""10"""
"7457812;""FR"";11000;""Diesel"";110000;1;59;""chrysler"";""2016"";""10"""
"7427347;""FR"";22500;""Essence"";50000;1;75;""mini"";""2016"";""10"""
"13417712;""FR"";3500;"""";47000;1;33;"""";""2017"";""09"""
"13424229;""FR"";4000;"""";48000;1;60;"""";""2017"";""09"""
"12794752;""FR"";2600;"""";17502;1;63;"""";""2017"";""08"""
"12796886;""FR"";2200;"""";20900;1;65;"""";""2017"";""08"""
"12806356;""FR"";8800;"""";5600;1;45;"""";""2017"";""08"""
"11489617;""FR"";12990;""Diesel"";133390;0;44;""audi"";""2017"";""07"""
"11791410;""FR"";0;""Hybride essence électrique"";4900;1; ;"""";""2017"";""07"""
"11645514;""FR"";9000;""Diesel"";130000;1;59;""volkswagen"";""2017"";""07"""
"11654150;""FR"";2750;"""";1450;1;29;"""";""2017"";""07"""
"10275010;""FR"";5990;""Essence"";37765;0;93;""peugeot"";""2017"";""05"""
"10310379;""FR"";3500;""Essence"";78000;1;1;""peugeot"";""2017"";""05"""
"10334866;""FR"";3200;""Diesel"";147181;0;34;""peugeot"";""2017"";""05"""
"10428354;""FR"";4490;""Diesel"";121000;0;66;""peugeot"";""2017"";""05"""
"10292487;""FR"";6900;""Essence"";120000;1;72;""peugeot"";""2017"";""05"""
"10355386;""FR"";5950;""Diesel"";166500;0;89;""peugeot"";""2017"";""05"""
