id,pays,prix,carburant,km,statut_vendeur_particulier,departement_2,marque_2,annee,mois,poid,id
8403176,FR,11000,Diesel,2000,1,77,toyota,2017,1,1786,2017.Diesel
8499714,FR,5350,Diesel,121600,1,44,toyota,2017,1,1786,2017.Diesel
8405301,FR,9690,Diesel,99250,1,73,opel,2017,1,1786,2017.Diesel
8384076,FR,3450,Diesel,191000,1,77,citroen,2017,1,1786,2017.Diesel
8391009,FR,23500,Diesel,32000,1,21,mini,2017,1,1786,2017.Diesel
8411256,FR,52000,Diesel,16000,1,85,ford,2017,1,1786,2017.Diesel
8418314,FR,22500,Diesel,56000,1,6,mini,2017,1,1786,2017.Diesel
8418475,FR,32500,Autre,62500,1,90,dodge,2017,1,9,2017.Autre
8423323,FR,25000,Essence,1000,1,75,ford,2017,1,683,2017.Essence
8426709,FR,16990,Diesel,69766,1,88,renault,2017,1,1786,2017.Diesel
8434038,FR,54000,Essence,2500,1,95,audi,2017,1,683,2017.Essence
8464617,FR,18400,Diesel,40800,1,85,citroen,2017,1,1786,2017.Diesel
8473216,FR,13000,Diesel,115000,1,62,mitsubishi,2017,1,1786,2017.Diesel
8483102,FR,18000,Diesel,27400,1,31,mini,2017,1,1786,2017.Diesel
8504722,FR,3700,Diesel,45000,1,78,autres,2017,1,1786,2017.Diesel
8357248,FR,14300,Diesel,35000,1,44,renault,2017,1,1786,2017.Diesel
8357537,FR,12000,Diesel,16000,1,62,renault,2017,1,1786,2017.Diesel
8359880,FR,15900,Diesel,25000,1,33,renault,2017,1,1786,2017.Diesel
8456673,FR,14500,Essence,9450,1,10,renault,2017,1,683,2017.Essence
8407226,FR,9500,Diesel,81000,1,77,dacia,2017,1,1786,2017.Diesel
8375922,FR,13800,Diesel,47000,1,57,dacia,2017,1,1786,2017.Diesel
8475957,FR,9850,Diesel,76500,1,17,dacia,2017,1,1786,2017.Diesel
8507736,FR,13900,Diesel,45500,1,83,dacia,2017,1,1786,2017.Diesel
8410921,FR,16900,Diesel,90400,1,78,renault,2017,1,1786,2017.Diesel
8418694,FR,24000,Diesel,55500,1,91,renault,2017,1,1786,2017.Diesel
8484484,FR,3000,Diesel,144500,1,51,renault,2017,1,1786,2017.Diesel
8485092,FR,12990,Diesel,102400,1,95,renault,2017,1,1786,2017.Diesel
8514197,FR,23000,Diesel,28779,1,63,renault,2017,1,1786,2017.Diesel
8446419,FR,13900,Diesel,123500,1,33,peugeot,2017,1,1786,2017.Diesel
8355223,FR,8990,Essence,29000,1,25,ford,2017,1,683,2017.Essence
8383790,FR,6000,Diesel,99000,1,7,ford,2017,1,1786,2017.Diesel
8471031,FR,10000,Essence,50000,1,74,ford,2017,1,683,2017.Essence
8476807,FR,8400,Diesel,78000,1,54,ford,2017,1,1786,2017.Diesel
8490077,FR,6500,Diesel,93500,1,81,ford,2017,1,1786,2017.Diesel
8510808,FR,6690,Diesel,71360,1,68,ford,2017,1,1786,2017.Diesel
8516172,FR,8400,Diesel,38000,1,30,ford,2017,1,1786,2017.Diesel
8356180,FR,3400,Essence,108000,1,93,smart,2017,1,683,2017.Essence
8394332,FR,5500,Essence,52500,1,92,smart,2017,1,683,2017.Essence
8402466,FR,3300,Essence,52000,1,95,smart,2017,1,683,2017.Essence
8464651,FR,3200,Essence,91000,1,85,smart,2017,1,683,2017.Essence
8381722,FR,3190,Diesel,140000,1,83,ford,2017,1,1786,2017.Diesel
8516639,FR,3700,Diesel,149000,1,69,ford,2017,1,1786,2017.Diesel
8402455,FR,8000,Diesel,125000,1,93,renault,2017,1,1786,2017.Diesel
8436225,FR,3990,Essence,87000,1,31,renault,2017,1,683,2017.Essence
8366903,FR,11500,Diesel,89000,1,69,renault,2017,1,1786,2017.Diesel
8366248,FR,3200,Diesel,93000,1,83,renault,2017,1,1786,2017.Diesel
8367122,FR,3200,Diesel,135000,1,59,renault,2017,1,1786,2017.Diesel
8386534,FR,5000,Diesel,107000,1,85,renault,2017,1,1786,2017.Diesel
8404882,FR,6800,Diesel,160000,1,44,renault,2017,1,1786,2017.Diesel
8435245,FR,4500,Diesel,157300,1,68,renault,2017,1,1786,2017.Diesel
8438203,FR,13900,Diesel,46000,1,62,renault,2017,1,1786,2017.Diesel
8369830,FR,10999,Diesel,98500,1,57,chevrolet,2017,1,1786,2017.Diesel
8348825,FR,9000,Diesel,99900,1,40,renault,2017,1,1786,2017.Diesel
8353905,FR,8800,Diesel,50000,1,59,renault,2017,1,1786,2017.Diesel
8358786,FR,9000,Diesel,99900,1,40,renault,2017,1,1786,2017.Diesel
8359878,FR,24500,Essence,3400,1,63,renault,2017,1,683,2017.Essence
8367078,FR,7600,Diesel,52000,1,94,renault,2017,1,1786,2017.Diesel
8368160,FR,7200,Diesel,134000,1,94,renault,2017,1,1786,2017.Diesel
8371561,FR,15000,Diesel,46000,1,34,renault,2017,1,1786,2017.Diesel
8382561,FR,24500,Diesel,4000,1,69,renault,2017,1,1786,2017.Diesel
10830981,FR,23700,Diesel,94600,1,31,toyota,2017,6,1786,2017.Diesel
10845618,FR,12950,Diesel,65100,1,1,citroen,2017,6,1786,2017.Diesel
10851803,FR,28500,Diesel,19000,1,6,mercedes,2017,6,1786,2017.Diesel
10855472,FR,7500,Essence,134000,1,69,mini,2017,6,683,2017.Essence
10861308,FR,4200,Diesel,109028,1,95,renault,2017,6,1786,2017.Diesel
10861437,FR,19900,Diesel,9000,1,78,citroen,2017,6,1786,2017.Diesel
10743267,FR,2000,Essence,233000,1,25,peugeot,2017,6,683,2017.Essence
10779399,FR,3300,Diesel,142000,1,59,peugeot,2017,6,1786,2017.Diesel
10786294,FR,4700,Diesel,112000,1,44,peugeot,2017,6,1786,2017.Diesel
10622231,FR,9000,Diesel,61500,1,30,peugeot,2017,6,1786,2017.Diesel
10627891,FR,3500,Diesel,184800,1,45,peugeot,2017,6,1786,2017.Diesel
10646224,FR,6200,Diesel,118000,1,70,peugeot,2017,6,1786,2017.Diesel
10654956,FR,8000,Essence,54000,1,74,peugeot,2017,6,683,2017.Essence
10678466,FR,6500,Diesel,120000,1,82,peugeot,2017,6,1786,2017.Diesel
10732373,FR,6500,Diesel,64000,1,75,peugeot,2017,6,1786,2017.Diesel
10737526,FR,4300,Diesel,176500,1,12,peugeot,2017,6,1786,2017.Diesel
10742069,FR,4200,Essence,94000,1,59,peugeot,2017,6,683,2017.Essence
10787969,FR,4390,Diesel,146000,1,62,peugeot,2017,6,1786,2017.Diesel
10789512,FR,4900,Diesel,170000,1,85,peugeot,2017,6,1786,2017.Diesel
10791641,FR,3990,Diesel,150000,1,81,peugeot,2017,6,1786,2017.Diesel
10643981,FR,12700,Essence,17000,1,67,peugeot,2017,6,683,2017.Essence
10689920,FR,8750,Essence,34500,1,90,peugeot,2017,6,683,2017.Essence
10697198,FR,7300,Diesel,110000,1,51,peugeot,2017,6,1786,2017.Diesel
10745480,FR,14500,Essence,62000,1,21,peugeot,2017,6,683,2017.Essence
10627522,FR,6500,Diesel,137000,1,92,peugeot,2017,6,1786,2017.Diesel
10629704,FR,7900,Diesel,92000,1,67,peugeot,2017,6,1786,2017.Diesel
10635406,FR,6000,Diesel,113000,1,93,peugeot,2017,6,1786,2017.Diesel
10654050,FR,13500,Diesel,105000,1,95,peugeot,2017,6,1786,2017.Diesel
10659102,FR,7390,Diesel,96700,1,75,peugeot,2017,6,1786,2017.Diesel
10669093,FR,29000,Essence,20000,1,75,peugeot,2017,6,683,2017.Essence
10682615,FR,15800,Diesel,87000,1,59,peugeot,2017,6,1786,2017.Diesel
10683034,FR,14500,Diesel,86000,1,34,peugeot,2017,6,1786,2017.Diesel
10685316,FR,23900,Diesel,25000,1,2,peugeot,2017,6,1786,2017.Diesel
10690874,FR,22000,Diesel,18500,1,57,peugeot,2017,6,1786,2017.Diesel
10721715,FR,6900,Diesel,127000,1,73,peugeot,2017,6,1786,2017.Diesel
10729722,FR,6800,Diesel,144000,1,91,peugeot,2017,6,1786,2017.Diesel
10756030,FR,7990,Diesel,57000,1,93,peugeot,2017,6,1786,2017.Diesel
10763713,FR,6790,Diesel,136000,1,77,peugeot,2017,6,1786,2017.Diesel
10763903,FR,14500,Diesel,86000,1,34,peugeot,2017,6,1786,2017.Diesel
10789588,FR,19500,Essence,22500,1,78,peugeot,2017,6,683,2017.Essence
10658628,FR,4990,Essence,145000,1,70,peugeot,2017,6,683,2017.Essence
10681921,FR,6000,Diesel,145000,1,60,peugeot,2017,6,1786,2017.Diesel
10685686,FR,5500,Diesel,147000,1,77,peugeot,2017,6,1786,2017.Diesel
10740875,FR,4000,Diesel,142268,1,59,peugeot,2017,6,1786,2017.Diesel
10631668,FR,7200,Diesel,87000,1,57,fiat,2017,6,1786,2017.Diesel
10666653,FR,15390,Essence,12800,1,44,fiat,2017,6,683,2017.Essence
10691832,FR,5990,Essence,90000,1,54,fiat,2017,6,683,2017.Essence
10694281,FR,8000,Essence,68300,1,31,fiat,2017,6,683,2017.Essence
10733674,FR,7000,Essence,67006,1,59,fiat,2017,6,683,2017.Essence
10736360,FR,5500,Essence,115000,1,78,fiat,2017,6,683,2017.Essence
10754299,FR,7300,Diesel,80600,1,75,fiat,2017,6,1786,2017.Diesel
10755845,FR,9500,Essence,22000,1,90,fiat,2017,6,683,2017.Essence
10650910,FR,23000,Diesel,23000,1,93,peugeot,2017,6,1786,2017.Diesel
10671623,FR,12000,Diesel,119500,1,62,peugeot,2017,6,1786,2017.Diesel
10696845,FR,11000,Diesel,89000,1,75,peugeot,2017,6,1786,2017.Diesel
10727698,FR,24000,Diesel,25000,1,94,peugeot,2017,6,1786,2017.Diesel
10741948,FR,9600,Diesel,124000,1,26,peugeot,2017,6,1786,2017.Diesel
10677464,FR,7200,Essence,144000,1,59,saab,2017,6,683,2017.Essence
10788969,FR,9440,Diesel,155000,1,33,saab,2017,6,1786,2017.Diesel
10657860,FR,42000,Essence,123,1,94,porsche,2017,6,683,2017.Essence
10669776,FR,11400,Diesel,125000,1,63,mitsubishi,2017,6,1786,2017.Diesel
10743380,FR,8000,Diesel,102000,1,39,volvo,2017,6,1786,2017.Diesel
10683060,FR,8600,Essence,83000,1,13,citroen,2017,6,683,2017.Essence
10687795,FR,9000,Diesel,115000,1,49,citroen,2017,6,1786,2017.Diesel
10753765,FR,16900,Essence,19000,1,11,citroen,2017,6,683,2017.Essence
10763504,FR,10500,Diesel,100000,1,26,citroen,2017,6,1786,2017.Diesel
10643088,FR,11000,Diesel,127500,1,67,citroen,2017,6,1786,2017.Diesel
10650665,FR,19900,Diesel,19000,1,95,citroen,2017,6,1786,2017.Diesel
10690260,FR,14800,Diesel,63000,1,6,citroen,2017,6,1786,2017.Diesel
10655373,FR,15000,Diesel,65000,1,95,citroen,2017,6,1786,2017.Diesel
10645283,FR,6490,Essence,174000,1,59,volkswagen,2017,6,683,2017.Essence
10759583,FR,9500,Essence,57000,1,91,volkswagen,2017,6,683,2017.Essence
10759434,FR,26500,Diesel,31700,1,62,infiniti,2017,6,1786,2017.Diesel
10734221,FR,4400,Diesel,33000,1,85,volvo,2017,6,1786,2017.Diesel
10679457,FR,30300,Essence,23800,1,62,mercedes,2017,6,683,2017.Essence
10726284,FR,18500,Essence,8500,1,82,peugeot,2017,6,683,2017.Essence
10539509,FR,16800,Diesel,27440,1,34,citroen,2017,5,1786,2017.Diesel
10539733,FR,22200,Diesel,5800,1,70,citroen,2017,5,1786,2017.Diesel
10551020,FR,6490,Diesel,135000,1,77,citroen,2017,5,1786,2017.Diesel
10557301,FR,6999,Diesel,100000,1,57,citroen,2017,5,1786,2017.Diesel
10560373,FR,8500,Diesel,127000,1,31,citroen,2017,5,1786,2017.Diesel
10564910,FR,6000,Diesel,100000,1,69,citroen,2017,5,1786,2017.Diesel
10566297,FR,13300,Diesel,39300,1,93,citroen,2017,5,1786,2017.Diesel
10567763,FR,11000,Diesel,91000,1,31,citroen,2017,5,1786,2017.Diesel
10569721,FR,12000,Diesel,130000,1,59,citroen,2017,5,1786,2017.Diesel
10573726,FR,9900,Diesel,65000,1,69,citroen,2017,5,1786,2017.Diesel
10573951,FR,15800,Diesel,97000,1,68,citroen,2017,5,1786,2017.Diesel
10575329,FR,12500,Essence,17000,1,17,citroen,2017,5,683,2017.Essence
10576357,FR,11700,Diesel,65000,1,62,citroen,2017,5,1786,2017.Diesel
10582039,FR,9000,Diesel,135000,1,31,citroen,2017,5,1786,2017.Diesel
10591622,FR,12500,Diesel,38000,1,69,citroen,2017,5,1786,2017.Diesel
10592852,FR,12200,Essence,23000,1,90,citroen,2017,5,683,2017.Essence
10600394,FR,4800,Diesel,149000,1,77,citroen,2017,5,1786,2017.Diesel
10600678,FR,15000,Diesel,86000,1,62,citroen,2017,5,1786,2017.Diesel
10618012,FR,14000,Essence,30000,1,45,citroen,2017,6,683,2017.Essence
10482346,FR,11700,Diesel,64000,1,95,citroen,2017,5,1786,2017.Diesel
10519860,FR,9000,Diesel,95600,1,77,citroen,2017,5,1786,2017.Diesel
10583093,FR,9500,Diesel,108000,1,75,citroen,2017,5,1786,2017.Diesel
10544472,FR,8390,Diesel,82100,1,62,citroen,2017,5,1786,2017.Diesel
10591953,FR,15500,Essence,1500,1,82,bmw,2017,5,683,2017.Essence
10517812,FR,21000,Diesel,90000,1,74,audi,2017,5,1786,2017.Diesel
10603040,FR,27900,Essence,25000,1,78,audi,2017,6,683,2017.Essence
10479353,FR,25900,Diesel,68100,1,44,audi,2017,5,1786,2017.Diesel
10508501,FR,21990,Diesel,60000,1,54,audi,2017,5,1786,2017.Diesel
10571796,FR,21300,Diesel,98000,1,34,audi,2017,5,1786,2017.Diesel
10612694,FR,3000,Essence,112000,1,62,mg,2017,6,683,2017.Essence
10468917,FR,12500,Essence,110000,1,63,audi,2017,5,683,2017.Essence
10477002,FR,15500,Essence,38700,1,31,audi,2017,5,683,2017.Essence
10463259,FR,10500,Diesel,169000,1,68,bmw,2017,5,1786,2017.Diesel
10452311,FR,9450,Diesel,126500,1,67,bmw,2017,5,1786,2017.Diesel
10501221,FR,29500,Diesel,52000,1,59,bmw,2017,5,1786,2017.Diesel
10492146,FR,27900,Diesel,99500,1,31,bmw,2017,5,1786,2017.Diesel
10589155,FR,36500,Diesel,67500,1,68,bmw,2017,5,1786,2017.Diesel
10570001,FR,24000,Diesel,166000,1,44,bmw,2017,5,1786,2017.Diesel
10470921,FR,18690,Diesel,135700,1,83,jaguar,2017,5,1786,2017.Diesel
10605581,FR,1500,Essence,112700,1,59,peugeot,2017,6,683,2017.Essence
10515225,FR,3800,Essence,72000,1,45,peugeot,2017,5,683,2017.Essence
10564940,FR,5300,Essence,47500,1,60,peugeot,2017,5,683,2017.Essence
10603616,FR,7500,Essence,2400,1,68,peugeot,2017,6,683,2017.Essence
10615385,FR,3600,Diesel,144190,1,67,peugeot,2017,6,1786,2017.Diesel
10462724,FR,11000,Diesel,125000,1,26,alfa romeo,2017,5,1786,2017.Diesel
10466683,FR,3900,Diesel,125000,1,54,peugeot,2017,5,1786,2017.Diesel
10480098,FR,6000,Essence,69000,1,39,peugeot,2017,5,683,2017.Essence
10493266,FR,3990,Essence,107000,1,26,peugeot,2017,5,683,2017.Essence
10502879,FR,3700,Diesel,148500,1,29,peugeot,2017,5,1786,2017.Diesel
10522300,FR,2990,Diesel,145000,1,91,peugeot,2017,5,1786,2017.Diesel
10551653,FR,4700,Diesel,83400,1,83,peugeot,2017,5,1786,2017.Diesel
10566097,FR,3500,Diesel,175000,1,45,peugeot,2017,5,1786,2017.Diesel
8787410,FR,11800,Diesel,95000,1,45,peugeot,2017,2,1786,2017.Diesel
8723221,FR,9500,Diesel,115,1,59,saab,2017,2,1786,2017.Diesel
8760175,FR,99990,Essence,45000,1,75,porsche,2017,2,683,2017.Essence
8773296,FR,77997,Essence,88000,1,68,porsche,2017,2,683,2017.Essence
8768763,FR,8900,Diesel,138000,1,68,volvo,2017,2,1786,2017.Diesel
8749398,FR,11000,Diesel,65000,1,33,citroen,2017,2,1786,2017.Diesel
8766881,FR,13900,Essence,29000,1,93,citroen,2017,2,683,2017.Essence
8772971,FR,11490,Diesel,93000,1,44,citroen,2017,2,1786,2017.Diesel
8795705,FR,8900,Essence,115000,1,31,citroen,2017,2,683,2017.Essence
8806210,FR,9000,Diesel,115000,1,78,citroen,2017,2,1786,2017.Diesel
8834068,FR,16900,Diesel,19200,1,44,ds,2017,2,1786,2017.Diesel
8842503,FR,7500,Diesel,101000,1,26,citroen,2017,2,1786,2017.Diesel
8846229,FR,11200,Diesel,65000,1,21,citroen,2017,2,1786,2017.Diesel
8828621,FR,11500,Diesel,110000,1,95,citroen,2017,2,1786,2017.Diesel
8839242,FR,15900,Essence,15000,1,6,citroen,2017,2,683,2017.Essence
8785972,FR,6200,Diesel,78000,1,30,hyundai,2017,2,1786,2017.Diesel
8805500,FR,12000,Diesel,4000,1,26,peugeot,2017,2,1786,2017.Diesel
8728551,FR,15600,Diesel,79500,1,31,peugeot,2017,2,1786,2017.Diesel
8733179,FR,16500,Diesel,74000,1,31,peugeot,2017,2,1786,2017.Diesel
8725874,FR,26500,Essence,139400,1,57,audi,2017,2,683,2017.Essence
8713429,FR,3250,Diesel,109223,1,62,peugeot,2017,2,1786,2017.Diesel
8759920,FR,3000,Diesel,130000,1,59,peugeot,2017,2,1786,2017.Diesel
8819313,FR,2900,Essence,140000,1,59,peugeot,2017,2,683,2017.Essence
8700520,FR,15200,Diesel,14000,1,25,peugeot,2017,2,1786,2017.Diesel
8746764,FR,19590,Diesel,24500,1,68,peugeot,2017,2,1786,2017.Diesel
8759650,FR,16500,Diesel,7000,1,90,peugeot,2017,2,1786,2017.Diesel
8781573,FR,15000,Diesel,52000,1,62,peugeot,2017,2,1786,2017.Diesel
8689229,FR,13400,Diesel,46700,1,21,peugeot,2017,2,1786,2017.Diesel
8723334,FR,16500,Diesel,34000,1,68,peugeot,2017,2,1786,2017.Diesel
8727062,FR,18990,Diesel,4250,1,1,peugeot,2017,2,1786,2017.Diesel
8734675,FR,15880,Diesel,47000,1,44,peugeot,2017,2,1786,2017.Diesel
8737579,FR,11450,Diesel,122000,1,49,peugeot,2017,2,1786,2017.Diesel
8764941,FR,13690,Diesel,70000,1,69,peugeot,2017,2,1786,2017.Diesel
8769747,FR,29600,Essence,4500,1,70,peugeot,2017,2,683,2017.Essence
8775041,FR,15500,Diesel,57000,1,30,peugeot,2017,2,1786,2017.Diesel
8778579,FR,13500,Diesel,98500,1,2,peugeot,2017,2,1786,2017.Diesel
8812039,FR,8600,Diesel,140000,1,41,peugeot,2017,2,1786,2017.Diesel
17055870,FR,2500,Diesel,200000,1,84,renault,2018,1,424,2018.Diesel
16997225,FR,3500,Essence,75000,1,69,fiat,2018,1,155,2018.Essence
17108371,FR,3300,Essence,90000,1,66,chevrolet,2018,1,155,2018.Essence
17041673,FR,2999,Diesel,134000,1,94,citroen,2018,1,424,2018.Diesel
17073810,FR,12000,Diesel,6900,1,23,toyota,2018,1,424,2018.Diesel
16965829,FR,10000,Diesel,88500,1,45,mazda,2017,12,1786,2017.Diesel
16993851,FR,11999,Diesel,55000,1,86,renault,2018,1,424,2018.Diesel
17159001,FR,16700,Essence,3900,1,74,renault,2018,1,155,2018.Essence
17101706,FR,8000,Diesel,137000,1,76,dacia,2018,1,424,2018.Diesel
16960895,FR,2400,Essence,119000,1,78,ford,2017,12,683,2017.Essence
17013575,FR,5300,Essence,53000,1,92,smart,2018,1,155,2018.Essence
17142656,FR,23000,Diesel,16000,1,41,renault,2018,1,424,2018.Diesel
17021375,FR,2800,Diesel,140000,1,57,opel,2018,1,424,2018.Diesel
16994336,FR,4800,Diesel,135000,1,33,renault,2018,1,424,2018.Diesel
16996910,FR,6300,Diesel,163000,1,59,renault,2018,1,424,2018.Diesel
17000089,FR,3500,Diesel,187000,1,16,renault,2018,1,424,2018.Diesel
17184809,FR,6300,Diesel,138770,1,57,renault,2018,1,424,2018.Diesel
16956871,FR,27500,Diesel,22000,1,13,hyundai,2017,12,1786,2017.Diesel
17031011,FR,3000,Essence,113000,1,58,renault,2018,1,155,2018.Essence
17137898,FR,2500,Essence,158000,1,73,renault,2018,1,155,2018.Essence
17162937,FR,9600,Essence,15100,1,66,renault,2018,1,155,2018.Essence
16978316,FR,2700,Diesel,180700,1,42,seat,2017,12,1786,2017.Diesel
17068145,FR,6290,Diesel,178000,1,90,nissan,2018,1,424,2018.Diesel
17016579,FR,7500,Diesel,94324,1,13,bmw,2018,1,424,2018.Diesel
16994337,FR,11000,Diesel,161000,1,64,bmw,2018,1,424,2018.Diesel
17063780,FR,16000,Diesel,74500,1,24,bmw,2018,1,424,2018.Diesel
17146521,FR,26500,Diesel,110000,1,59,bmw,2018,1,424,2018.Diesel
17078548,FR,5000,Diesel,200000,1,13,kia,2018,1,424,2018.Diesel
17132962,FR,6500,Essence,121500,1,33,nissan,2018,1,155,2018.Essence
17106789,FR,11900,Diesel,25000,1,95,citroen,2018,1,424,2018.Diesel
17039576,FR,17500,Diesel,80000,1,38,mercedes,2018,1,424,2018.Diesel
17155511,FR,8000,Diesel,155000,1,69,mercedes,2018,1,424,2018.Diesel
17033784,FR,4500,Diesel,18500,1,90,mercedes,2018,1,424,2018.Diesel
17134143,FR,6500,Diesel,150000,1,27,kia,2018,1,424,2018.Diesel
16959042,FR,9400,Diesel,122000,1,76,alfa romeo,2017,12,1786,2017.Diesel
17043908,FR,16000,Diesel,77535,1,33,volkswagen,2018,1,424,2018.Diesel
17024205,FR,3000,Diesel,188000,1,66,chrysler,2018,1,424,2018.Diesel
17052259,FR,3000,Diesel,149990,1,41,fiat,2018,1,424,2018.Diesel
17050547,FR,7200,Diesel,155000,1,87,renault,2018,1,424,2018.Diesel
17059229,FR,5000,Diesel,90000,1,59,peugeot,2018,1,424,2018.Diesel
17128484,FR,5000,Diesel,171800,1,49,opel,2018,1,424,2018.Diesel
16948689,FR,16200,Diesel,120600,1,39,audi,2017,12,1786,2017.Diesel
17120262,FR,13900,Diesel,59000,1,31,audi,2018,1,424,2018.Diesel
16979300,FR,16800,Diesel,140000,1,68,audi,2017,12,1786,2017.Diesel
16988161,FR,8500,Diesel,153000,1,72,audi,2018,1,424,2018.Diesel
17155558,FR,13000,Diesel,74500,1,42,audi,2018,1,424,2018.Diesel
16981218,FR,26999,Diesel,90540,1,26,audi,2017,12,1786,2017.Diesel
17058444,FR,7000,Essence,92000,1,92,citroen,2018,1,155,2018.Essence
17124205,FR,5900,Diesel,164000,1,49,citroen,2018,1,424,2018.Diesel
17169353,FR,5800,Diesel,180000,1,59,citroen,2018,1,424,2018.Diesel
17020333,FR,14900,Diesel,45000,1,24,citroen,2018,1,424,2018.Diesel
17046563,FR,19900,Essence,94000,1,91,audi,2018,1,155,2018.Essence
17130829,FR,8700,Diesel,171000,1,6,bmw,2018,1,424,2018.Diesel
17024245,FR,4500,Diesel,160000,1,5,peugeot,2018,1,424,2018.Diesel
17025604,FR,4500,Diesel,175000,1,24,peugeot,2018,1,424,2018.Diesel
17089451,FR,4600,Diesel,142000,1,72,peugeot,2018,1,424,2018.Diesel
17055920,FR,5500,Diesel,108500,1,59,peugeot,2018,1,424,2018.Diesel
17165300,FR,26500,Diesel,122000,1,93,mercedes,2018,1,424,2018.Diesel
17154399,FR,4750,Essence,161800,1,38,peugeot,2018,1,155,2018.Essence
16993491,FR,6600,Diesel,145000,1,44,peugeot,2018,1,424,2018.Diesel
17003250,FR,7900,Essence,160,1,79,peugeot,2018,1,155,2018.Essence
16988440,FR,7000,Essence,56000,1,59,fiat,2018,1,155,2018.Essence
16990173,FR,39500,Essence,99500,1,51,porsche,2018,1,155,2018.Essence
16951086,FR,20490,Essence,15000,1,67,ds,2017,12,683,2017.Essence
16976391,FR,12000,Essence,21000,1,30,kia,2017,12,683,2017.Essence
16999224,FR,20900,Diesel,16047,1,57,peugeot,2018,1,424,2018.Diesel
17024894,FR,19000,Essence,30000,1,69,peugeot,2018,1,155,2018.Essence
17112194,FR,30500,Diesel,3300,1,67,peugeot,2018,1,424,2018.Diesel
16979308,FR,3990,Diesel,86583,1,77,toyota,2017,12,1786,2017.Diesel
16969910,FR,3000,Diesel,146500,1,63,renault,2017,12,1786,2017.Diesel
17027242,FR,2500,Diesel,185500,1,37,renault,2018,1,424,2018.Diesel
17078569,FR,2900,Diesel,199000,1,95,renault,2018,1,424,2018.Diesel
17085018,FR,6250,Diesel,99000,1,59,renault,2018,1,424,2018.Diesel
17100854,FR,2500,Essence,115000,1,31,renault,2018,1,155,2018.Essence
17013676,FR,4800,Diesel,194,1,60,volkswagen,2018,1,424,2018.Diesel
17061367,FR,5000,Diesel,196000,1,57,volkswagen,2018,1,424,2018.Diesel
17139468,FR,8650,Diesel,141000,1,34,volkswagen,2018,1,424,2018.Diesel
17165809,FR,9400,Diesel,119000,1,87,nissan,2018,1,424,2018.Diesel
17041691,FR,5000,Diesel,200000,1,18,seat,2018,1,424,2018.Diesel
17154416,FR,8000,Diesel,100000,1,13,alfa romeo,2018,1,424,2018.Diesel
17094921,FR,4000,Essence,75000,1,43,opel,2018,1,155,2018.Essence
17144498,FR,2490,Diesel,200000,1,35,ford,2018,1,424,2018.Diesel
16970461,FR,2600,Diesel,177000,1,34,opel,2017,12,1786,2017.Diesel
17072958,FR,8100,Diesel,50500,1,59,opel,2018,1,424,2018.Diesel
17045959,FR,2995,Diesel,172000,1,85,dacia,2018,1,424,2018.Diesel
17122933,FR,2000,Diesel,188000,1,59,renault,2018,1,424,2018.Diesel
17121939,FR,9500,Diesel,145500,1,76,toyota,2018,1,424,2018.Diesel
17095581,FR,6950,Essence,63900,1,82,suzuki,2018,1,155,2018.Essence
16959386,FR,10500,Diesel,94000,1,95,toyota,2017,12,1786,2017.Diesel
17055917,FR,2200,Diesel,125000,1,44,citroen,2018,1,424,2018.Diesel
17078589,FR,8600,Essence,43600,1,7,dacia,2018,1,155,2018.Essence
16965472,FR,8250,Diesel,93800,1,37,ford,2017,12,1786,2017.Diesel
17134783,FR,4200,Diesel,78800,1,75,ford,2018,1,424,2018.Diesel
17135107,FR,8700,Diesel,145000,1,91,renault,2018,1,424,2018.Diesel
16972387,FR,6000,Diesel,138000,1,20,renault,2017,12,1786,2017.Diesel
16976400,FR,3500,Diesel,198000,1,47,renault,2017,12,1786,2017.Diesel
17102081,FR,9800,Diesel,94200,1,14,renault,2018,1,424,2018.Diesel
17094470,FR,2600,Diesel,161000,1,76,opel,2018,1,424,2018.Diesel
17017732,FR,3000,Essence,160000,1,78,ford,2018,1,155,2018.Essence
16975234,FR,8590,Diesel,200000,1,77,volkswagen,2017,12,1786,2017.Diesel
9395449,FR,3300,Diesel,172000,1,44,renault,2017,3,1786,2017.Diesel
9399376,FR,5490,Diesel,143000,1,62,renault,2017,3,1786,2017.Diesel
9409819,FR,7690,Essence,160,1,59,mercedes,2017,3,683,2017.Essence
9435869,FR,22900,Diesel,47000,1,34,renault,2017,3,1786,2017.Diesel
9439737,FR,9000,Essence,7500,1,21,volkswagen,2017,3,683,2017.Essence
9442403,FR,9700,Diesel,82500,1,6,volkswagen,2017,3,1786,2017.Diesel
9493379,FR,14590,Essence,115000,1,57,audi,2017,3,683,2017.Essence
9498254,FR,9958,Essence,1,1,10,renault,2017,3,683,2017.Essence
9499394,FR,6700,Diesel,134800,1,57,peugeot,2017,3,1786,2017.Diesel
9537382,FR,11900,Diesel,132000,1,59,saab,2017,3,1786,2017.Diesel
9547225,FR,19900,Essence,80000,1,69,mini,2017,3,683,2017.Essence
9560200,FR,7000,Essence,45000,1,77,renault,2017,3,683,2017.Essence
9479824,FR,7800,Diesel,106000,1,31,mazda,2017,3,1786,2017.Diesel
9501851,FR,18000,Diesel,52000,1,63,audi,2017,3,1786,2017.Diesel
